minute_of_year,compressorStatus ,upperElementStatus ,lowerElementStatus,Ta,inputCompKWH,inputResKWH,draw,inletT,T[0],T[1],T[2],T[3],T[4],T[5],T[6],T[7],T[8],T[9],T[10],T[11],simTCouples0,simTCouples1,simTCouples2,simTCouples3,simTCouples4,simTCouples5,COP
92,1,0,0,71.000000,0.017607,0.000000,1.500000,50.000000,50.002108,50.013118,50.011210,49.997988,49.978223,49.956165,49.921535,49.884666,49.836618,49.965311,61.373562,121.531163,50.011443,49.998068,49.955193,49.884864,51.093057,111.672948,4.031406
93,1,0,0,71.000000,0.017607,0.000000,1.500000,50.000000,50.001672,50.014228,50.013728,50.002088,49.983669,49.962098,49.929035,49.893981,49.845699,49.871454,56.684184,110.070501,50.011858,50.002174,49.961434,49.893600,50.496523,103.804020,4.031398
94,1,0,0,71.000000,0.017607,0.000000,1.500000,50.000000,50.001797,50.015352,50.016019,50.006352,49.989197,49.967657,49.936997,49.902627,49.855392,49.837619,53.671771,97.938124,50.012251,50.006162,49.967630,49.902352,50.165293,95.886847,4.031390
95,1,0,0,71.000000,0.017607,0.000000,1.500000,50.000000,50.001965,50.016472,50.018151,50.010672,49.994604,49.973089,49.945172,49.910712,49.865682,49.830135,51.862742,86.263129,50.012629,50.010022,49.973743,49.911080,49.993465,88.167332,4.031382
96,1,0,0,71.000000,0.017607,0.000000,1.500000,50.000000,50.002128,50.016461,50.020186,50.014867,49.999797,49.978628,49.953237,49.918503,49.876358,49.833442,50.843989,75.969705,50.012990,50.013753,49.979751,49.919729,49.911627,80.898573,4.031375
97,1,0,0,71.000000,0.017607,0.000000,1.500000,50.000000,50.002274,50.014929,50.022164,50.018791,50.004811,49.984413,49.960922,49.926307,49.887075,49.840914,50.305460,67.597805,50.013322,50.017352,49.985657,49.928246,49.877690,74.316923,4.031369
98,1,0,0,71.000000,0.017607,0.000000,1.500000,50.000000,50.002402,50.013715,50.024097,50.022381,50.009750,49.990440,49.968093,49.934360,49.897475,49.850028,50.039078,61.278980,50.013609,50.020804,49.991480,49.936596,49.867842,68.609294,4.031364
99,1,0,0,71.000000,0.017607,0.000000,1.500000,50.000000,50.002508,50.013507,50.025975,50.025641,50.014690,49.996583,49.974770,49.942735,49.907318,49.859958,49.917316,56.830156,50.013834,50.024084,49.997245,49.944763,49.869435,63.884391,4.031359
100,1,0,0,71.000000,0.017607,0.000000,0.000000,50.000000,50.005133,50.016355,50.028323,50.027654,50.016293,49.997895,49.975953,49.943501,49.907736,49.860348,49.950004,57.904078,50.016577,50.026092,49.998648,49.945583,49.871893,65.982158,4.031241
101,1,0,0,71.000000,0.017607,0.000000,0.000000,50.000000,50.007789,50.019206,50.030620,50.029601,50.017847,49.999165,49.977061,49.944237,49.908073,49.860743,49.991189,59.085958,50.019272,50.028042,49.999999,49.946345,49.874992,68.079186,4.031117
